13-Apr-21 12:34:50.874 [Solver] INFO  util.Progress> [Solving problem ...]
13-Apr-21 12:34:50.875 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.termination.GeneralTerminationCondition
13-Apr-21 12:34:50.877 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.solution.GeneralSolutionComparator
13-Apr-21 12:34:50.878 [Solver] INFO  solver.Solver> Using org.cpsolver.exam.heuristics.ExamNeighbourSelection
13-Apr-21 12:34:50.883 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralValueSelection
13-Apr-21 12:34:50.884 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralVariableSelection
13-Apr-21 12:34:50.900 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.perturbations.DefaultPerturbationsCounter
13-Apr-21 12:34:50.911 [Solver] INFO  util.JProf> Using wall time.
13-Apr-21 12:34:51.444 [Solver] INFO  solver.Solver> Initial solution:[
    Assigned variables: 0.00% (0/832)
    Iteration: 0
    Number of Exams: 832
    Number of Exams Requiring Alt Seating: 832
    Number of Periods: 64
    Number of Rooms: 32
    Number of Small Exams (Exams W/O Room): 0
    Number of Student Exams: 0
    Number of Students: 13642
    Number of Students with 1 meeting: 284
    Number of Students with 10 or more meetings: 4559
    Number of Students with 2 meetings: 242
    Number of Students with 3 meetings: 150
    Number of Students with 4 meetings: 131
    Number of Students with 5 meetings: 263
    Number of Students with 6 meetings: 613
    Number of Students with 7 meetings: 1188
    Number of Students with 8 meetings: 2465
    Number of Students with 9 meetings: 3747
    Overall solution value: 0.00
    Time: 0.00 min
  ]
13-Apr-21 12:34:51.445 [Solver] INFO  exam.Test> **BEST[0]** V:0/832 - T:0.00 [@P:�, BTB:0, DC:0, M2D:0, PI:�, PP:0, PS:�, RP:0, RSd:�, RSp:0, RSz:�, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.967 [Solver] INFO  exam.Test> **BEST[545]** V:545/832 - T:30612.31 [@P:�, BTB:0, DC:29, M2D:2, PI:19.68, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.26, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.968 [Solver] INFO  exam.Test> **BEST[546]** V:546/832 - T:30612.31 [@P:�, BTB:0, DC:29, M2D:2, PI:19.66, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.968 [Solver] INFO  exam.Test> **BEST[547]** V:547/832 - T:30612.32 [@P:�, BTB:0, DC:29, M2D:2, PI:19.65, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.968 [Solver] INFO  exam.Test> **BEST[548]** V:548/832 - T:30612.33 [@P:�, BTB:0, DC:29, M2D:2, PI:19.63, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.37, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.969 [Solver] INFO  exam.Test> **BEST[549]** V:549/832 - T:30612.35 [@P:�, BTB:0, DC:29, M2D:2, PI:19.64, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.969 [Solver] INFO  exam.Test> **BEST[550]** V:550/832 - T:30612.36 [@P:�, BTB:0, DC:29, M2D:2, PI:19.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.83, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.969 [Solver] INFO  exam.Test> **BEST[551]** V:551/832 - T:30612.37 [@P:�, BTB:0, DC:29, M2D:2, PI:19.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.970 [Solver] INFO  exam.Test> **BEST[552]** V:552/832 - T:30612.37 [@P:�, BTB:0, DC:29, M2D:2, PI:19.59, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.970 [Solver] INFO  exam.Test> **BEST[553]** V:553/832 - T:30612.39 [@P:�, BTB:0, DC:29, M2D:2, PI:19.56, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.11, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.971 [Solver] INFO  exam.Test> **BEST[554]** V:554/832 - T:30612.40 [@P:�, BTB:0, DC:29, M2D:2, PI:19.55, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.11, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.971 [Solver] INFO  exam.Test> **BEST[555]** V:555/832 - T:30612.40 [@P:�, BTB:0, DC:29, M2D:2, PI:19.55, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.14, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.971 [Solver] INFO  exam.Test> **BEST[556]** V:556/832 - T:30612.41 [@P:�, BTB:0, DC:29, M2D:2, PI:19.54, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.17, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.972 [Solver] INFO  exam.Test> **BEST[557]** V:557/832 - T:30612.43 [@P:�, BTB:0, DC:29, M2D:2, PI:19.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.972 [Solver] INFO  exam.Test> **BEST[558]** V:558/832 - T:30612.44 [@P:�, BTB:0, DC:29, M2D:2, PI:19.48, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.972 [Solver] INFO  exam.Test> **BEST[559]** V:559/832 - T:30612.45 [@P:�, BTB:0, DC:29, M2D:2, PI:19.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.973 [Solver] INFO  exam.Test> **BEST[560]** V:560/832 - T:30612.47 [@P:�, BTB:0, DC:29, M2D:2, PI:19.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.96, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.973 [Solver] INFO  exam.Test> **BEST[561]** V:561/832 - T:30612.49 [@P:�, BTB:0, DC:29, M2D:2, PI:19.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.26, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.973 [Solver] INFO  exam.Test> **BEST[562]** V:562/832 - T:30612.50 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.36, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.974 [Solver] INFO  exam.Test> **BEST[563]** V:563/832 - T:30612.50 [@P:�, BTB:0, DC:29, M2D:2, PI:19.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.974 [Solver] INFO  exam.Test> **BEST[564]** V:564/832 - T:30612.51 [@P:�, BTB:0, DC:29, M2D:2, PI:19.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.41, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.975 [Solver] INFO  exam.Test> **BEST[565]** V:565/832 - T:30612.53 [@P:�, BTB:0, DC:29, M2D:2, PI:19.36, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.59, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.975 [Solver] INFO  exam.Test> **BEST[566]** V:566/832 - T:30612.54 [@P:�, BTB:0, DC:29, M2D:2, PI:19.36, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.976 [Solver] INFO  exam.Test> **BEST[567]** V:567/832 - T:30612.57 [@P:�, BTB:0, DC:29, M2D:2, PI:19.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:45.17, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.976 [Solver] INFO  exam.Test> **BEST[568]** V:568/832 - T:30612.57 [@P:�, BTB:0, DC:29, M2D:2, PI:19.35, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:45.18, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.977 [Solver] INFO  exam.Test> **BEST[569]** V:569/832 - T:30612.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:45.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.977 [Solver] INFO  exam.Test> **BEST[570]** V:570/832 - T:30612.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:45.34, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.977 [Solver] INFO  exam.Test> **BEST[571]** V:571/832 - T:30612.61 [@P:�, BTB:0, DC:29, M2D:2, PI:19.34, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:45.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.977 [Solver] INFO  exam.Test> **BEST[572]** V:572/832 - T:30612.64 [@P:�, BTB:0, DC:29, M2D:2, PI:19.31, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.978 [Solver] INFO  exam.Test> **BEST[573]** V:573/832 - T:30612.65 [@P:�, BTB:0, DC:29, M2D:2, PI:19.3, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.05, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.978 [Solver] INFO  exam.Test> **BEST[574]** V:574/832 - T:30612.66 [@P:�, BTB:0, DC:29, M2D:2, PI:19.28, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.978 [Solver] INFO  exam.Test> **BEST[575]** V:575/832 - T:30612.67 [@P:�, BTB:0, DC:29, M2D:2, PI:19.24, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.4, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.979 [Solver] INFO  exam.Test> **BEST[576]** V:576/832 - T:30612.68 [@P:�, BTB:0, DC:29, M2D:2, PI:19.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.979 [Solver] INFO  exam.Test> **BEST[577]** V:577/832 - T:30612.69 [@P:�, BTB:0, DC:29, M2D:2, PI:19.19, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.57, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.980 [Solver] INFO  exam.Test> **BEST[578]** V:578/832 - T:30612.72 [@P:�, BTB:0, DC:29, M2D:2, PI:19.15, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:46.91, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.980 [Solver] INFO  exam.Test> **BEST[579]** V:579/832 - T:30612.73 [@P:�, BTB:0, DC:29, M2D:2, PI:19.16, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.981 [Solver] INFO  exam.Test> **BEST[580]** V:580/832 - T:30612.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.14, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.2, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.981 [Solver] INFO  exam.Test> **BEST[581]** V:581/832 - T:30612.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.13, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.981 [Solver] INFO  exam.Test> **BEST[582]** V:582/832 - T:30612.76 [@P:�, BTB:0, DC:29, M2D:2, PI:19.12, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.982 [Solver] INFO  exam.Test> **BEST[583]** V:583/832 - T:30612.76 [@P:�, BTB:0, DC:29, M2D:2, PI:19.1, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.25, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.982 [Solver] INFO  exam.Test> **BEST[584]** V:584/832 - T:30612.77 [@P:�, BTB:0, DC:29, M2D:2, PI:19.11, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.982 [Solver] INFO  exam.Test> **BEST[585]** V:585/832 - T:30612.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.09, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.983 [Solver] INFO  exam.Test> **BEST[586]** V:586/832 - T:30612.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.05, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.85, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.983 [Solver] INFO  exam.Test> **BEST[587]** V:587/832 - T:30612.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.983 [Solver] INFO  exam.Test> **BEST[588]** V:588/832 - T:30612.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:47.93, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.984 [Solver] INFO  exam.Test> **BEST[589]** V:589/832 - T:30612.85 [@P:�, BTB:0, DC:29, M2D:2, PI:18.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:48.35, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.984 [Solver] INFO  exam.Test> **BEST[590]** V:590/832 - T:30612.88 [@P:�, BTB:0, DC:29, M2D:2, PI:18.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:48.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.985 [Solver] INFO  exam.Test> **BEST[591]** V:591/832 - T:30612.89 [@P:�, BTB:0, DC:29, M2D:2, PI:18.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:48.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.985 [Solver] INFO  exam.Test> **BEST[592]** V:592/832 - T:30612.91 [@P:�, BTB:0, DC:29, M2D:2, PI:19, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.03, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.985 [Solver] INFO  exam.Test> **BEST[593]** V:593/832 - T:30612.91 [@P:�, BTB:0, DC:29, M2D:2, PI:18.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.02, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.986 [Solver] INFO  exam.Test> **BEST[594]** V:594/832 - T:30612.93 [@P:�, BTB:0, DC:29, M2D:2, PI:18.98, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.21, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.986 [Solver] INFO  exam.Test> **BEST[595]** V:595/832 - T:30612.95 [@P:�, BTB:0, DC:29, M2D:2, PI:18.99, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.42, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.987 [Solver] INFO  exam.Test> **BEST[596]** V:596/832 - T:30612.95 [@P:�, BTB:0, DC:29, M2D:2, PI:19, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.987 [Solver] INFO  exam.Test> **BEST[597]** V:597/832 - T:30612.96 [@P:�, BTB:0, DC:29, M2D:2, PI:19.02, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.988 [Solver] INFO  exam.Test> **BEST[598]** V:598/832 - T:30612.98 [@P:�, BTB:0, DC:29, M2D:2, PI:19.03, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:49.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.989 [Solver] INFO  exam.Test> **BEST[599]** V:599/832 - T:30613.01 [@P:�, BTB:0, DC:29, M2D:2, PI:19.02, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:50.07, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.989 [Solver] INFO  exam.Test> **BEST[600]** V:600/832 - T:30613.04 [@P:�, BTB:0, DC:29, M2D:2, PI:19, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:50.48, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.989 [Solver] INFO  exam.Test> **BEST[601]** V:601/832 - T:30613.04 [@P:�, BTB:0, DC:29, M2D:2, PI:18.97, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:50.52, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.990 [Solver] INFO  exam.Test> **BEST[602]** V:602/832 - T:30613.06 [@P:�, BTB:0, DC:29, M2D:2, PI:18.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:50.77, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.991 [Solver] INFO  exam.Test> **BEST[603]** V:603/832 - T:30613.09 [@P:�, BTB:0, DC:29, M2D:2, PI:18.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.991 [Solver] INFO  exam.Test> **BEST[604]** V:604/832 - T:30613.09 [@P:�, BTB:0, DC:29, M2D:2, PI:18.96, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.06, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.992 [Solver] INFO  exam.Test> **BEST[605]** V:605/832 - T:30613.11 [@P:�, BTB:0, DC:29, M2D:2, PI:18.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.992 [Solver] INFO  exam.Test> **BEST[606]** V:606/832 - T:30613.14 [@P:�, BTB:0, DC:29, M2D:2, PI:18.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.993 [Solver] INFO  exam.Test> **BEST[607]** V:607/832 - T:30613.14 [@P:�, BTB:0, DC:29, M2D:2, PI:18.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.7, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.993 [Solver] INFO  exam.Test> **BEST[608]** V:608/832 - T:30613.16 [@P:�, BTB:0, DC:29, M2D:2, PI:18.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:51.94, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.994 [Solver] INFO  exam.Test> **BEST[609]** V:609/832 - T:30613.19 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:52.34, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.994 [Solver] INFO  exam.Test> **BEST[610]** V:610/832 - T:30613.21 [@P:�, BTB:0, DC:29, M2D:2, PI:18.83, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:52.57, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.994 [Solver] INFO  exam.Test> **BEST[611]** V:611/832 - T:30613.23 [@P:�, BTB:0, DC:29, M2D:2, PI:18.83, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:52.81, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.995 [Solver] INFO  exam.Test> **BEST[612]** V:612/832 - T:30613.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:52.77, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.995 [Solver] INFO  exam.Test> **BEST[613]** V:613/832 - T:30613.24 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:52.72, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.996 [Solver] INFO  exam.Test> **BEST[614]** V:614/832 - T:30613.26 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:53.05, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.996 [Solver] INFO  exam.Test> **BEST[615]** V:615/832 - T:30613.28 [@P:�, BTB:0, DC:29, M2D:2, PI:18.86, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:53.16, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.997 [Solver] INFO  exam.Test> **BEST[616]** V:616/832 - T:30613.30 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:53.5, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.997 [Solver] INFO  exam.Test> **BEST[617]** V:617/832 - T:30613.33 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:53.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.997 [Solver] INFO  exam.Test> **BEST[618]** V:618/832 - T:30613.36 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:54.19, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.998 [Solver] INFO  exam.Test> **BEST[619]** V:619/832 - T:30613.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:54.29, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.998 [Solver] INFO  exam.Test> **BEST[620]** V:620/832 - T:30613.37 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:54.3, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.998 [Solver] INFO  exam.Test> **BEST[621]** V:621/832 - T:30613.40 [@P:�, BTB:0, DC:29, M2D:2, PI:18.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:54.67, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.999 [Solver] INFO  exam.Test> **BEST[622]** V:622/832 - T:30613.43 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.06, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.999 [Solver] INFO  exam.Test> **BEST[623]** V:623/832 - T:30613.45 [@P:�, BTB:0, DC:29, M2D:2, PI:18.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:53.999 [Solver] INFO  exam.Test> **BEST[624]** V:624/832 - T:30613.46 [@P:�, BTB:0, DC:29, M2D:2, PI:18.82, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.000 [Solver] INFO  exam.Test> **BEST[625]** V:625/832 - T:30613.48 [@P:�, BTB:0, DC:29, M2D:2, PI:18.8, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.000 [Solver] INFO  exam.Test> **BEST[626]** V:626/832 - T:30613.51 [@P:�, BTB:0, DC:29, M2D:2, PI:18.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.001 [Solver] INFO  exam.Test> **BEST[627]** V:627/832 - T:30613.51 [@P:�, BTB:0, DC:29, M2D:2, PI:18.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:55.83, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.001 [Solver] INFO  exam.Test> **BEST[628]** V:628/832 - T:30613.52 [@P:�, BTB:0, DC:29, M2D:2, PI:18.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:56.02, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.002 [Solver] INFO  exam.Test> **BEST[629]** V:629/832 - T:30613.55 [@P:�, BTB:0, DC:29, M2D:2, PI:18.8, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:56.31, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.002 [Solver] INFO  exam.Test> **BEST[630]** V:630/832 - T:30613.58 [@P:�, BTB:0, DC:29, M2D:2, PI:18.79, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:56.64, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.002 [Solver] INFO  exam.Test> **BEST[631]** V:631/832 - T:30613.60 [@P:�, BTB:0, DC:29, M2D:2, PI:18.8, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:56.98, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.003 [Solver] INFO  exam.Test> **BEST[632]** V:632/832 - T:30613.62 [@P:�, BTB:0, DC:29, M2D:2, PI:18.8, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:57.23, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.003 [Solver] INFO  exam.Test> **BEST[633]** V:633/832 - T:30613.65 [@P:�, BTB:0, DC:29, M2D:2, PI:18.78, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:57.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.004 [Solver] INFO  exam.Test> **BEST[634]** V:634/832 - T:30613.68 [@P:�, BTB:0, DC:29, M2D:2, PI:18.77, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:57.91, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.004 [Solver] INFO  exam.Test> **BEST[635]** V:635/832 - T:30613.71 [@P:�, BTB:0, DC:29, M2D:2, PI:18.76, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:58.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:54.004 [Solver] INFO  exam.Test> **BEST[636]** V:636/832 - T:30613.74 [@P:�, BTB:0, DC:29, M2D:2, PI:18.77, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:58.65, iBTB:0, iDC:0, iM2D:0]
